movieID,title,genres,imdbId,avgRating,numVotes
4821,Joy Ride (2001),Adventure|Thriller,tt0206314,6.6,61220
4822,Max Keeble's Big Move (2001),Children|Comedy,tt0273799,5.4,6938
4823,Serendipity (2001),Comedy|Romance,tt0240890,6.9,99251
4824,Grateful Dawg (2000),Documentary,tt0265212,7.2,291
4825,"Swamp, The (Ciénaga, La) (2001)",Comedy|Drama,tt0240419,7.1,4875
4826,"Big Red One, The (1980)",Action|Adventure|Drama|War,tt0080437,7.2,17692
4827,"Boogeyman, The (1980)",Horror,tt0080464,4.6,3556
4828,"Party, The (Boum, La) (1980)",Comedy|Romance,tt0082100,6.7,7481
4829,Lady in a Cage (1964),Drama|Thriller,tt0058283,6.9,2523
4830,Brubaker (1980),Crime|Drama,tt0080474,7.2,14796
4831,Can't Stop the Music (1980),Comedy|Musical,tt0080492,4.1,3411
4832,Carny (1980),Drama,tt0080500,6.4,1748
4833,"Changeling, The (1980)",Horror|Mystery|Thriller,tt0080516,7.2,27505
4834,Cheech & Chong's Next Movie (1980),Comedy,tt0080520,6.1,11176
4835,Coal Miner's Daughter (1980),Drama,tt0080549,7.5,15580
4836,"Competition, The (1980)",Drama|Romance,tt0080556,6.6,1702
4837,Cruising (1980),Crime|Drama|Thriller,tt0080569,6.4,17151
4838,D.O.A. (1980),Documentary,tt0082226,7.3,462
4839,Death Ship (1980),Horror,tt0080603,4.9,3352
4840,"Last Metro, The (Dernier métro, Le) (1980)",Drama|Romance,tt0080610,7.4,11367
4841,Divine Madness! (1980),Comedy,tt0080634,7.1,705
4842,"Dogs of War, The (1980)",Drama|War,tt0080641,6.3,7264
4843,"Learning Curve, The (1999)",Crime|Drama|Thriller,tt0219126,5.2,436
4844,Bandits (2001),Comedy|Crime|Romance,tt0219965,6.5,63054
4845,Corky Romano (2001),Comedy|Crime,tt0250310,4.7,12042
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy,tt0108148,7.5,14808
4847,Fat Girl (À ma soeur!) (2001),Drama,tt0243255,6.5,9782
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,tt0166924,7.9,297266
4849,My First Mister (2001),Comedy|Drama,tt0206963,7.2,5290
4850,Spriggan (Supurigan) (1998),Action|Animation|Sci-Fi,tt0164917,6.6,3405
4851,Things Behind the Sun (2001),Drama,tt0245501,6.8,1270
4852,Bones (2001),Horror,tt0166110,4.1,6308
4853,Brannigan (1975),Action,tt0072732,6.1,4753
4854,Clambake (1967),Musical,tt0061489,5.6,2222
4855,Dirty Harry (1971),Action|Crime|Thriller,tt0066999,7.7,134549
4856,Destiny in Space (1994),Documentary|IMAX,tt0109609,7,310
4857,Fiddler on the Roof (1971),Drama|Musical,tt0067093,8,36061
4858,Hail Columbia! (1982),Documentary|IMAX,tt0084043,7.1,141
4859,Kansas (1988),Crime|Drama,tt0095428,5.5,847
4860,Making the Grade (1984),Comedy,tt0087666,5.8,1245
4861,Mission to Mir (1997),Documentary|IMAX,tt0119682,6.5,238
4862,Not Without My Daughter (1991),Drama,tt0102555,6.3,11625
4863,Female Trouble (1975),Comedy|Crime,tt0072979,7.3,7237
4864,Titanica (1992),Documentary|IMAX,tt0105601,6.4,356
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,tt0120681,6.8,141193
4866,"Last Castle, The (2001)",Action,tt0272020,7,66789
4867,Riding in Cars with Boys (2001),Comedy|Drama,tt0200027,6.5,25659
4868,Bangkok Dangerous (2000),Action|Crime|Romance,tt0263101,6.6,3391
4869,Burnt Money (Plata Quemada) (2000),Action|Crime|Drama|Romance|Thriller,tt0227277,7.2,5844
4870,Dancing at the Blue Iguana (2000),Drama,tt0217355,5.7,3541
4871,Focus (2001),Drama,tt0246628,6.7,2850
4872,Intimacy (2000),Drama,tt0256103,6.1,10667
4873,Waking Life (2001),Animation|Drama|Fantasy,tt0243017,7.8,57952
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,tt0272152,7.4,169143
4875,On the Line (2001),Comedy|Romance,tt0279286,4.2,3905
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller,tt0245674,5.6,75582
4877,Better Than Sex (2000),Comedy|Romance,tt0236019,6.3,2076
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,tt0246578,8,708985
4879,High Heels and Low Lifes (2001),Action|Comedy|Crime|Drama,tt0253126,6.2,3267
4880,Life as a House (2001),Drama,tt0264796,7.5,41928
4881,"Man Who Wasn't There, The (2001)",Crime|Drama,tt0243133,7.5,98672
4882,Ouch (Aïe) (2000),Comedy,tt0236000,5.8,234
4883,"Town is Quiet, The (Ville est tranquille, La) (2000)",Drama,tt0234988,7.2,1143
4884,Trembling Before G-d (2001),Documentary,tt0278102,6.9,871
4885,Domestic Disturbance (2001),Thriller,tt0249478,5.6,23557
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,tt0198781,8,760485
4887,"One, The (2001)",Action|Sci-Fi|Thriller,tt0267804,5.9,86226
4888,Tape (2001),Drama,tt0275719,7.3,17916
4889,Heist (2001),Crime|Drama,tt0252503,6.5,31733
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,tt0256380,5.9,122349
4891,King of the Jungle (2000),Drama|Thriller,tt0177888,6,494
4892,Maze (2000),Romance,tt0246072,6.3,761
4893,When a Stranger Calls (1979),Horror|Thriller,tt0080130,6.5,8697
4894,Timerider: The Adventure of Lyle Swann (1982),Action|Adventure|Sci-Fi|Western,tt0086443,5.4,1852
4895,"Wash, The (2001)",Comedy,tt0290332,4.8,6373
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,tt0241527,7.6,584878
4897,"Fluffer, The (2001)",Drama|Romance,tt0245115,5.6,2674
4898,Novocaine (2001),Comedy|Crime|Mystery|Thriller,tt0234354,5.8,10392
4899,Black Knight (2001),Adventure|Comedy|Fantasy,tt0265087,4.9,36099
4900,Out Cold (2001),Comedy,tt0253798,6.3,16216
4901,Spy Game (2001),Action|Crime|Drama|Thriller,tt0266987,7.1,137863
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War,tt0256009,7.4,58439
4903,In the Bedroom (2001),Drama,tt0247425,7.4,36190
4904,"Way We Laughed, The (Così Ridevano) (1998)",Drama,tt0139951,6.8,694
4905,Hell Up in Harlem (1973),Crime,tt0070169,6.1,1168
4906,Bucktown (1975),Crime|Drama,tt0072747,6.2,982
4907,Across 110th Street (1972),Action|Crime|Drama,tt0068168,7,4419
4908,"Little Soldier, The (Petit soldat, Le) (1963)",Drama|War,tt0054177,7.3,5409
4909,"Incredible Shrinking Woman, The (1981)",Comedy|Sci-Fi,tt0082558,5.5,4159
4910,Katie Tippel (Keetje Tippel) (1975),Drama,tt0073233,6.6,2151
4911,Jabberwocky (1977),Adventure|Comedy|Fantasy,tt0076221,6.2,12172
4912,Funny Girl (1968),Drama|Musical|Romance,tt0062994,7.4,17236
4913,Circus of Horrors (1960),Horror,tt0053717,6.2,1402
4914,Breathless (À bout de souffle) (1960),Crime|Drama|Romance,tt0053472,7.9,66445
4915,"Beastmaster, The (1982)",Action|Adventure|Fantasy,tt0083630,6.2,18853
4916,Midway (1976),Drama|War,tt0074899,6.8,16451
4917,MacArthur (1977),Drama,tt0076342,6.6,4076
4918,"Young Lions, The (1958)",Drama|War,tt0052415,7.2,6827
4919,Subway (1985),Crime|Drama|Romance|Thriller,tt0090095,6.6,13177
4920,"Now, Voyager (1942)",Drama|Romance,tt0035140,8,13837
4921,Little Women (1933),Drama|Romance,tt0024264,7.2,5697
4922,Halls of Montezuma (1950),Adventure|War,tt0042539,6.6,2342
4923,Guadalcanal Diary (1943),Action|War,tt0035957,6.7,1914
4924,Anzio (1968),War,tt0062673,6,2795
4925,"Cheap Detective, The (1978)",Comedy,tt0077321,6.5,3691
4926,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical,tt0209037,6.9,3047
4927,"Last Wave, The (1977)",Fantasy|Mystery|Thriller,tt0076299,7.1,7959
4928,That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama,tt0075824,7.9,18758
4929,"Toy, The (1982)",Comedy,tt0084809,5.9,10623
4930,Funeral in Berlin (1966),Action|Drama|Thriller,tt0060437,6.9,5119
4931,Don't Go in the House (1980),Horror,tt0080646,5.7,3432
4932,Dressed to Kill (1980),Mystery|Thriller,tt0080661,7.1,31747
4933,"Earthling, The (1980)",Adventure|Drama,tt0080671,7,1289
4934,"Exterminator, The (1980)",Action|Crime|Thriller|War,tt0080707,5.7,4614
4935,"Falls, The (1980)",Drama|Sci-Fi,tt0080715,7.3,1259
4936,Fame (1980),Drama|Musical,tt0080716,6.6,18940
4937,Fatso (1980),Comedy,tt0080724,6.3,1715
4938,"Aviator's Wife, The (La femme de l'aviateur) (1981)",Drama,tt0080728,7.6,2642
4939,"Final Countdown, The (1980)",Action|Sci-Fi,tt0080736,6.7,19675
4940,"First Deadly Sin, The (1980)",Thriller,tt0080738,5.9,1616
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi,tt0080745,6.5,46911
4942,"Angry Red Planet, The (1959)",Sci-Fi,tt0052564,5.3,2627
4943,At the Earth's Core (1976),Adventure|Sci-Fi,tt0074157,5.2,3903
4944,Empire of the Ants (1977),Horror|Sci-Fi,tt0075989,4.2,4012
4945,"Enforcer, The (1976)",Crime,tt0074483,6.8,38771
4946,"Eye for an Eye, An (1981)",Action|Crime|Thriller,tt0082350,5.5,3292
4947,"Gauntlet, The (1977)",Action,tt0076070,6.4,19614
4948,I Bury the Living (1958),Horror,tt0051755,6.3,2303
4949,Invasion U.S.A. (1985),Action|Thriller,tt0089348,5.4,8054
4950,Lone Wolf McQuade (1983),Action,tt0085862,6.4,10013
4951,Lord of the Flies (1990),Adventure|Drama|Thriller,tt0100054,6.4,26391
4952,Morons From Outer Space (1985),Comedy|Sci-Fi,tt0089622,4.5,1667
4953,"People That Time Forgot, The (1977)",Adventure|Sci-Fi,tt0076535,5.4,2529
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,tt0054135,6.6,18654
4955,"Sicilian, The (1987)",Crime|Drama,tt0093966,5.4,4379
4956,"Stunt Man, The (1980)",Action|Adventure|Comedy|Drama|Romance|Thriller,tt0081568,7.1,8168
4957,Sudden Impact (1983),Crime|Thriller,tt0086383,6.6,37964
4958,Behind Enemy Lines (2001),Action|Drama|War,tt0159273,6.4,95626
4959,"Affair of the Necklace, The (2001)",Drama,tt0242252,6.1,4894
4960,"Independent, The (2000)",Comedy,tt0160403,5.9,1082
4961,Pornstar: The Legend of Ron Jeremy (2001),Documentary,tt0282856,6.3,2256
4962,Texas Rangers (2001),Adventure|Western,tt0193560,5.2,5304
4963,Ocean's Eleven (2001),Crime|Thriller,tt0240772,7.8,483363
4964,Baran (2001),Adventure|Drama|Romance,tt0233841,7.8,7399
4965,"Business of Strangers, The (2001)",Action|Drama|Thriller,tt0270259,6.3,3553
4966,"Incredible Shrinking Man, The (1957)",Sci-Fi|Thriller,tt0050539,7.6,14685
4967,No Man's Land (2001),Drama|War,tt0283509,7.9,42661
4968,Piñero (2001),Drama,tt0261066,6.3,1261
4969,And Then There Were None (1945),Crime|Mystery,tt0037515,7.5,11601
4970,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,tt0020697,7.7,12719
4971,Moscow on the Hudson (1984),Comedy|Drama,tt0087747,6.5,10310
4972,"Owl and the Pussycat, The (1970)",Comedy,tt0066195,6.5,3059
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,tt0211915,8.3,665713
4974,Not Another Teen Movie (2001),Comedy,tt0277371,5.7,92311
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,tt0259711,6.9,237533
4976,Iris (2001),Drama,tt0280778,7,16348
4977,Kandahar (Safar e Ghandehar) (2001),Drama,tt0283431,6.8,6238
4978,Lantana (2001),Drama|Mystery|Thriller,tt0259393,7.2,17798
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,tt0265666,7.6,250310
4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,tt0101452,6.3,59259
4981,Clockwise (1986),Comedy,tt0090852,6.6,10574
4982,"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)",Horror|Sci-Fi,tt0052320,5,3145
4983,"Holcroft Covenant, The (1985)",Drama|Thriller,tt0089283,5.7,2711
4984,Morgan! (1966),Comedy|Drama|Fantasy,tt0060714,6.8,1550
4985,Sheena (1984),Action|Adventure|Fantasy,tt0088103,4.9,4106
4986,Silent Rage (1982),Action|Sci-Fi,tt0084684,5.5,4589
4987,Spacehunter: Adventures in the Forbidden Zone (1983),Action|Adventure|Sci-Fi,tt0086346,5.5,4980
4988,White Water Summer (1987),Adventure,tt0094318,6.2,4774
4989,How High (2001),Comedy,tt0278488,6.3,50807
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy,tt0268397,6,28767
4991,Joe Somebody (2001),Comedy|Drama|Romance,tt0279889,5.5,9641
4992,Kate & Leopold (2001),Comedy|Romance,tt0035423,6.4,75327
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,tt0120737,8.8,1549334
4994,"Majestic, The (2001)",Comedy|Drama|Romance,tt0268995,6.9,50339
4995,"Beautiful Mind, A (2001)",Drama|Romance,tt0268978,8.2,790104
4996,Little Otik (Otesánek) (2000),Comedy|Drama|Fantasy,tt0228687,7.3,5685
4997,"Convent, The (2000)",Horror|Sci-Fi,tt0217331,5,2371
4998,"Defiant Ones, The (1958)",Adventure|Crime|Drama|Thriller,tt0051525,7.6,12253
4999,Dodsworth (1936),Drama|Romance,tt0027532,7.8,7431
5000,Medium Cool (1969),Drama|Romance,tt0064652,7.3,3515
5001,Sahara (1943),Action|Drama|War,tt0036323,7.5,7476
5002,Fritz the Cat (1972),Animation,tt0068612,6.3,10351
5003,"Nine Lives of Fritz the Cat, The (1974)",Animation,tt0071913,5.4,2407
5004,"Party, The (1968)",Comedy,tt0063415,7.6,35480
5005,Separate Tables (1958),Drama,tt0052182,7.4,6078
5006,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian) (1992),Action|Adventure|Comedy|Fantasy,tt0105287,5.6,1912
5007,Topkapi (1964),Adventure|Comedy|Thriller,tt0058672,7,7821
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller,tt0051201,8.4,96416
5009,Ali (2001),Drama,tt0248667,6.8,89129
5010,Black Hawk Down (2001),Action|Drama|War,tt0265086,7.7,345957
5011,Charlotte Gray (2001),Drama|Romance,tt0245046,6.4,10200
5012,Yentl (1983),Drama|Musical|Romance,tt0086619,6.5,11692
5013,Gosford Park (2001),Comedy|Drama|Mystery,tt0280707,7.2,75152
5014,I Am Sam (2001),Drama,tt0277027,7.6,137560
5015,Monster's Ball (2001),Drama|Romance,tt0285742,7,79555
5016,"Shipping News, The (2001)",Drama,tt0120824,6.7,31082
5017,"Big Heat, The (1953)",Drama|Film-Noir,tt0045555,8,21358
5018,Motorama (1991),Adventure|Comedy|Crime|Drama|Fantasy|Mystery|Sci-Fi|Thriller,tt0104922,6.5,1625
5019,Queen Bee (1955),Drama,tt0048527,6.7,1640
5020,Silent Trigger (1996),Action|Drama,tt0117653,5.5,3437
5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller,tt0074937,7.4,30975
5022,"Servant, The (1963)",Drama,tt0057490,7.9,8296
5023,"Waterdance, The (1992)",Drama,tt0105789,6.7,2516
5024,Come Undone (Presque Rien) (2000),Drama|Romance,tt0242795,6.7,4619
5025,Orange County (2002),Comedy,tt0273923,6.2,45362
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,tt0237534,7,59818
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller,tt0099044,5.9,36199
5028,What Time Is It There? (Ni neibian jidian) (2001),Drama,tt0269746,7.3,4267
5029,China Moon (1994),Thriller,tt0109417,6.2,5439
5030,"Good Wife, The (1987)",Drama,tt0093106,5.8,465
5031,Maria's Lovers (1984),Drama|Romance,tt0087682,6.7,2160
5032,Romantic Comedy (1983),Comedy,tt0086205,5.2,714
5033,"Russia House, The (1990)",Drama|Thriller,tt0100530,6.1,13535
5034,"Truly, Madly, Deeply (1991)",Drama|Romance,tt0103129,7.2,7109
5035,Wuthering Heights (1970),Drama,tt0066585,6.5,1640
5036,California Suite (1978),Comedy,tt0077289,6.2,6087
5037,"Long Gray Line, The (1955)",Drama,tt0048312,7.2,2210
5038,"Flight of Dragons, The (1982)",Adventure|Animation|Children|Drama|Fantasy,tt0083951,7.7,5067
5039,Dragonslayer (1981),Action|Adventure|Fantasy,tt0082288,6.7,13811
5040,Conan the Destroyer (1984),Action|Adventure|Fantasy,tt0087078,5.9,72750
5041,Fire and Ice (1983),Animation|Fantasy,tt0085542,6.6,8728
5042,Forbidden Zone (1980),Musical|Sci-Fi,tt0080752,6.7,4280
5043,"Formula, The (1980)",Thriller,tt0080754,5.6,2258
5044,Foxes (1980),Drama,tt0080756,6.1,3675
5045,Galaxina (1980),Comedy|Sci-Fi,tt0080771,3.7,2489
5046,Impostor (2002),Action|Drama|Sci-Fi|Thriller,tt0160399,6.2,21914
5047,Kung Pow: Enter the Fist (2002),Action|Comedy,tt0240468,6.2,42123
5048,Snow Dogs (2002),Adventure|Children|Comedy,tt0281373,5.1,23959
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama,tt0083511,6.9,64334
5050,"Farewell, The (Abschied - Brechts letzter Sommer) (2000)",Drama,tt0206608,6.2,161
5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance,tt0243862,7,12401
5052,Time of Favor (Ha-Hesder) (2000),Drama|War,tt0268696,6.6,523
5053,Blankman (1994),Comedy,tt0109288,5,8774
5054,Brainstorm (1983),Sci-Fi|Thriller,tt0085271,6.5,10290
5055,Dragon: The Bruce Lee Story (1993),Action|Drama,tt0106770,7,25846
5056,"Enigma of Kaspar Hauser, The (a.k.a. Mystery of Kaspar Hauser, The) (Jeder für sich und Gott Gegen Alle) (1974)",Crime|Drama,tt0071691,7.8,15319
5057,4 for Texas (1963),Comedy|Western,tt0057071,5.6,2804
5058,Heart of Glass (Herz aus Glas) (1976),Drama,tt0074626,7.1,5008
5059,Little Dieter Needs to Fly (1997),Documentary,tt0145046,8,5379
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,tt0066026,7.5,64292
5061,Mrs. Soffel (1984),Drama|Romance,tt0087751,6.2,2803
5062,Seconds (1966),Mystery|Sci-Fi|Thriller,tt0060955,7.7,14738
5063,One-Eyed Jacks (1961),Western,tt0055257,7.1,8971
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,tt0245844,7.8,122353
5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller,tt0265349,6.4,72273
5066,"Walk to Remember, A (2002)",Drama|Romance,tt0281358,7.4,190988
5067,American Adobo (2000),Comedy,tt0294289,4.4,169
5068,Beijing Bicycle (Shiqi sui de dan che) (2001),Drama,tt0276501,7.2,4194
5069,Escaflowne: The Movie (Escaflowne) (2000),Action|Adventure|Animation|Drama|Fantasy,tt0270933,6.7,3273
5070,"Hey, Happy! (2001)",Drama|Sci-Fi,tt0220514,3.9,329
5071,Maelström (2000),Drama|Romance,tt0220627,7,4353
5072,Metropolis (2001),Animation|Sci-Fi,tt0293416,7.2,19327
5073,"Son's Room, The (Stanza del figlio, La) (2001)",Drama,tt0208990,7.3,16668
5074,Storytelling (2001),Comedy|Drama,tt0250081,6.8,16601
5075,Waydowntown (2000),Comedy,tt0219405,6.7,1764
5076,"Adventures of Huck Finn, The (1993)",Adventure|Children|Comedy|Drama,tt0106223,6.2,7328
5077,Cousins (1989),Comedy|Romance,tt0097116,6.3,4023
5078,Falling in Love (1984),Drama|Romance,tt0087233,6.5,11638
5079,Young at Heart (1954),Drama|Musical|Romance,tt0047688,6.8,2091
5080,Slackers (2002),Comedy,tt0240900,5.4,13420
5081,Birthday Girl (2001),Drama|Romance,tt0188453,6.1,23568
5082,"Rumor of Angels, A (2000)",Drama,tt0201899,6.9,1252
5083,Rare Birds (2001),Comedy|Drama,tt0295552,6.4,1516
5084,Caged Heat (1974),Action,tt0071266,5.3,1941
5085,Carmen Jones (1954),Drama|Musical,tt0046828,6.8,4170
5086,"Five Heartbeats, The (1991)",Drama|Musical,tt0101891,7.6,3364
5087,Get Out Your Handkerchiefs (Préparez vos mouchoirs) (1978),Comedy|Drama|Romance,tt0078122,6.9,3210
5088,"Going Places (Valseuses, Les) (1974)",Comedy|Crime|Drama,tt0072353,7.3,7619
5089,Honky Tonk Freeway (1981),Comedy,tt0082525,5.1,842
5090,"Hunchback of Notre Dame, The (Notre Dame de Paris) (1956)",Drama,tt0050781,6.7,2270
5091,The Man from Acapulco (1973),Action|Comedy|Fantasy|Romance,tt0070354,7.3,4049
5092,Big Fat Liar (2002),Children|Comedy,tt0265298,5.4,33147
5093,Collateral Damage (2002),Action|Thriller,tt0233469,5.5,69482
5094,Rollerball (2002),Action|Sci-Fi,tt0246894,3.1,24765
5095,"Scotland, Pa. (2001)",Comedy|Crime,tt0265713,6.7,4110
5096,Baby's Day Out (1994),Comedy,tt0109190,6.1,41994
5097,Bright Eyes (1934),Comedy|Drama,tt0024914,7.3,1901
5098,Dimples (1936),Musical,tt0027527,6.8,738
5099,Heidi (1937),Children|Drama,tt0028988,7.3,3842
5100,"Man Who Loved Women, The (1983)",Comedy,tt0085891,5.2,2042
5101,Richard Pryor Here and Now (1983),Comedy|Documentary,tt0086194,7.3,1964
5102,Rookie of the Year (1993),Comedy|Fantasy,tt0107985,6,22865
5103,"Sandlot, The (1993)",Children|Comedy|Drama,tt0108037,7.8,73279
5104,Cows (Vacas) (1991),Drama,tt0103186,7.2,3268
5105,Don't Look Now (1973),Drama|Horror|Thriller,tt0069995,7.3,44803
5106,Crossroads (2002),Comedy|Musical|Romance,tt0275022,3.5,37361
5107,Hart's War (2002),Drama|War,tt0251114,6.3,49082
5108,John Q (2002),Crime|Drama|Thriller,tt0251160,7.1,117236
5109,Return to Never Land (2002),Adventure|Animation|Children,tt0280030,5.8,17034
5110,Super Troopers (2001),Comedy|Crime|Mystery,tt0247745,7.1,92321
5111,"Good Son, The (1993)",Drama|Thriller,tt0107034,6.4,34364
5112,Last Orders (2001),Drama,tt0253200,6.9,5418
5113,After the Fox (Caccia alla volpe) (1966),Comedy|Crime,tt0060200,6.5,3366
5114,"Bad and the Beautiful, The (1952)",Drama,tt0044391,7.8,11947
5115,Cast a Giant Shadow (1966),Adventure|War,tt0060218,6.3,2577
5116,Designing Woman (1957),Comedy,tt0050306,6.8,3875
5117,Funny Lady (1975),Comedy|Musical,tt0073026,6.3,4668
5118,"Heartbreak Kid, The (1972)",Comedy|Romance,tt0068687,6.9,3617
5119,Saturday Night and Sunday Morning (1960),Drama,tt0054269,7.6,7052
5120,Sleuth (1972),Comedy|Mystery|Thriller,tt0069281,8,42532
5121,Stroszek (1977),Comedy|Drama,tt0075276,7.9,12012
5122,Summer of '42 (1971),Drama,tt0067803,7.3,6710
5123,"Touch of Class, A (1973)",Comedy,tt0070819,6.5,2555
5124,Town Without Pity (1961),Drama,tt0055539,7.2,1481
5125,Used Cars (1980),Comedy,tt0081698,6.7,12669
5126,"Deadly Mantis, The (1957)",Horror|Sci-Fi,tt0050294,5.1,2869
5127,Dragonfly (2002),Drama|Fantasy|Mystery|Romance|Thriller,tt0259288,6.1,35314
5128,Queen of the Damned (2002),Fantasy|Horror,tt0238546,5.3,50400
5129,Big Bad Love (2001),Drama,tt0260746,6,610
5130,Green Dragon (2001),Drama,tt0229002,6.2,999
5131,How to Kill Your Neighbor's Dog (2000),Comedy|Drama,tt0207524,6.9,3364
5132,"Last Man, The (2000)",Comedy|Romance|Sci-Fi,tt0231956,5.3,546
5133,Maryam (2000),Drama,tt0184719,6.5,265
5134,Mean Machine (2001),Comedy|Drama,tt0291341,6.5,33865
5135,Monsoon Wedding (2001),Comedy|Romance,tt0265343,7.3,22426
5136,Wendigo (2001),Drama|Horror,tt0275067,5,3686
5137,Scratch (2001),Documentary,tt0143861,7.9,2631
5138,State Property (2002),Action|Crime|Drama,tt0301893,4.5,1819
5139,"Bad News Bears, The (1976)",Comedy,tt0074174,7.3,19074
5140,"Bad News Bears Go to Japan, The (1978)",Comedy,tt0077199,3.7,2535
5141,"Bad News Bears in Breaking Training, The (1977)",Comedy,tt0075718,5.6,2749
5142,"Firemen's Ball, The (Horí, má panenko) (1967)",Comedy|Drama,tt0061781,7.6,8397
5143,"Lone Ranger, The (1956)",Adventure|Western,tt0048310,6.8,814
5144,"Lone Ranger and the Lost City of Gold, The (1958)",Adventure|Mystery|Western,tt0051876,6.8,496
5145,Loves of a Blonde (Lásky jedné plavovlásky) (1965),Comedy|Drama|Romance,tt0059415,7.6,6763
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi,tt0216651,7.7,27394
5147,Wild Strawberries (Smultronstället) (1957),Drama,tt0050986,8.2,86712
5148,Black Like Me (1964),Drama,tt0057889,6.8,604
5149,Cattle Queen of Montana (1954),Western,tt0046839,5.6,731
5150,Under the Skin (1997),Drama,tt0124185,6.5,1290
5151,40 Days and 40 Nights (2002),Comedy|Romance,tt0243736,5.6,68111
5152,We Were Soldiers (2002),Action|Drama|War,tt0277434,7.1,123368
5153,Trouble Every Day (2001),Drama|Horror|Thriller,tt0204700,6,6741
5154,"Arena, The (a.k.a. Naked Warriors) (1974)",Action|Adventure,tt0069729,5.3,1109
5155,"Big Bird Cage, The (1972)",Action,tt0068273,6,2000
5156,"Big Doll House, The (1971)",Action,tt0066830,6,2025
5157,"Church, The (Chiesa, La) (1989)",Drama|Fantasy|Horror,tt0094860,6.2,6151
5158,Cross Creek (1983),Drama,tt0085380,7,1425
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical,tt0104254,6.5,25430
5160,Night of the Zombies (a.k.a. Hell of the Living Dead) (Virus) (1980),Action|Horror|Thriller,tt0082559,5,4277
5161,Intersection (1994),Drama|Romance,tt0110146,5.3,7108
5162,"Jo Jo Dancer, Your Life is Calling (1986)",Comedy|Drama,tt0091295,6.4,1433
5163,StageFright: Aquarius (1987),Horror|Thriller,tt0092576,6.7,6149
5164,"Troll in Central Park, A (1994)",Animation|Children,tt0108395,5.4,5759
5165,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror,tt0080057,6.9,23781
5166,"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss) (1936)",Comedy|Drama|Romance,tt0027286,6.3,1511
5167,My Favorite Brunette (1947),Comedy|Mystery,tt0039645,6.8,2749
5168,Royal Wedding (1951),Comedy|Musical|Romance,tt0043983,6.7,4415
5169,Scarlet Street (1945),Film-Noir,tt0038057,7.8,12918
5170,All About the Benjamins (2002),Action|Comedy|Crime,tt0278295,5.9,12146
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi,tt0268695,6,114321
5172,Full Frontal (2002),Comedy|Drama|Romance,tt0290212,4.7,9253
5173,Divorcing Jack (1998),Comedy|Thriller,tt0127516,6.7,1925
5174,"Field, The (1990)",Drama,tt0099566,7.4,5171
5175,Hidden Agenda (1990),Drama|Thriller,tt0099768,6.9,3283
5176,Luminarias (2000),Comedy|Romance,tt0160498,5.4,521
